Timestamp,Age ,Gender,Educational Background,"Do you regularly use AI tools (e.g., ChatGPT, Grammarly)","If yes, how often?",What tasks do you use AI for? ,"On a scale of 1–5, how dependent do you feel on AI?","Without using AI, write a paragraph :
""If the internet disappeared tomorrow, how would your life change?""
Please write without AI assistance. This helps us measure natural creativity and mental effort.",Were you aware that AI could generate write-ups?,How mentally tiring was the task?,How confident are you in your originality?,Were you tempted to use AI while writing?,Do you feel AI has reduced your own creativity?
7/25/2025 5:19:53 PM GMT+5:30,20,Male,Undergraduate,Yes,Multiple times a day,Writing;Research;Coding;Brainstorming,3,"The life will go to good old days when the work was only about producing output which were tangible. The work culture is going to change where the research , education , academics and other forms of jobs/service will be done only in physical mode. We will again have friends in physical format rather than the ones we have over FB , Instagram etc. rather than visiting the places online , we will start going to the places for real. Online shopping will go and visit to groceery stores, markets will flow again. Banks and Post offices will be flooded with people again . Transactions will be done with actual currency notes. So it has its own advantages and disadvantages. ",No,3,10,No,No
7/25/2025 4:34:30 PM GMT+5:30,21,Male,Graduate,Yes,Multiple times a day,Writing;Research;Brainstorming,4,"If internet disappears, then to be honest, we can’t do anything, life will stop, if AI will disappear, that’s not a big issue, but internet is important. Internet is necessary for communication with other people quickly, searching things that will take time using physical resources, and for learning instantly something, we need internet, for entertainment, we need internet since we can choose what to watch at what time which is impossible by a TV. So, internet is very important.",yes,5,9,No,Yes
7/25/2025 3:05:21 PM GMT+5:30,26,Female,Graduate,Yes,Multiple times a day,Writing;Research;Brainstorming,3,I think life becomes more difficult and hard if internet disappeared ,No,1,10,No,Yes
7/25/2025 5:02:05 PM GMT+5:30,21,Female,Undergraduate,Yes,Multiple times a day,Writing;Research;Coding;Brainstorming,3,"If internet would disappear things would be difficult for a bit of time , but with time humans will start to think like they used to think",yes,4,10,Yes,Yes
7/25/2025 4:42:01 PM GMT+5:30,21,Male,Undergraduate,Yes,Once a day,Brainstorming,3,"It actually would feel like a recharge moment, as there are lot of things that the Internet takes care of so basically we are dependent on it which comes with it’s own pros and cons. I feel the life will take a turn as it will come up with it’s own way to fulfil everything.",yes,1,8,Yes,Yes
7/25/2025 1:59:31 PM GMT+5:30,21,Female,Undergraduate,Yes,Rarely,Writing;Research;Coding;Brainstorming,4,"Losing the internet would feel like stepping into a different century. I’d have to rethink everything: how I learn, how I communicate, and even how I relax. Online classes, job portals, video calls—they’d all vanish. I’d miss my favorite podcasts and the ability to look up anything on a whim. But perhaps I’d finally finish those unread books and have deeper conversations. My social world would shrink, but maybe it would become more meaningful. I’d need to be more resourceful, and likely more patient. Life would slow down dramatically, forcing me to live more deliberately, one moment at a time.",yes,3,5,No,Yes
7/25/2025 12:09:38 PM GMT+5:30,18,Female,Undergraduate,Yes,Multiple times a day,Writing;Research;Coding;Brainstorming,4,"Most of the technology is based on AI. Things like google, chat gpt and others AI apps can help young peers to go through their subjects if internet disappears we will be completely numb as most of the people use their internet to access things globally markets will shut down whole world will go 1000 year back.",yes,3,5,Yes,Yes
7/25/2025 1:39:53 PM GMT+5:30,18,Male,Undergraduate,Yes,Multiple times a day,Brainstorming,3,"If the internet suddenly disappeared, the world would be a very different place. We would have to find new ways to communicate, learn, work, and entertain ourselves.
Without the internet, we would have to rely on traditional methods of communication, such as phone calls, letters, and face-to-face conversations. This would make it more difficult to stay in touch with friends and family who live far away. It would also make it more difficult to do business, as many companies now rely on the internet to communicate with customers and suppliers.
Without the internet, we would have to find new ways to learn. We could go to libraries or bookstores to find books and other resources. We could also take classes at local schools or community centers. However, it would be more difficult to access the vast amount of information that is available online.
Without the internet, many people would be unable to work. This is because many jobs now require employees to have access to the internet. For example, many people work in online customer service, sales, or marketing. Others work as programmers, web designers, or social media managers.
If the internet suddenly disappeared, it would take some time for people to adjust. However, humans are adaptable creatures and we would eventually find ways to cope. We would find new ways to communicate, learn, work, and entertain ourselves.
People would start using traditional methods of communication, such as phone calls, letters, and face-to-face conversations.
People would go to libraries and bookstores to find books and other resources.
People would find new ways to entertain themselves, such as watching TV, listening to the radio, reading books, going to the movies, concerts, or sporting events.
It would be a challenging time, but people would eventually adapt and find ways to thrive in a world without the internet.",yes,8,10,No,No
7/25/2025 3:27:57 PM GMT+5:30,52,Male,Postgraduate / PhD,Yes,A few times a week,Research,3,Nothing ,yes,5,8,Yes,Yes
7/25/2025 11:03:34 AM GMT+5:30,21,Female,Undergraduate,No,,,3,It would be difficult for us to live,yes,10,10,Yes,Yes
7/25/2025 12:54:14 PM GMT+5:30,20,Male,Undergraduate,Yes,Multiple times a day,Writing;Research;Coding;Brainstorming,4,"If the internet vanished tomorrow, my routine would be severely disrupted. Communication, work, and access to information would become slower and more limited. Daily tasks would demand greater effort, and global connectivity would shrink. Though it might foster mindfulness and deeper personal interactions, the transition would be abrupt and challenging.",yes,8,10,No,Maybe
7/25/2025 3:13:59 PM GMT+5:30,21,Male,Graduate,Yes,Once a day,Writing,2,"If the internet vanished tomorrow, I’d fully spiral, just vibes and silence. Spotify gone. YouTube gone. Chaos.  Sure, maybe I’d touch grass or whatever, but I’d be pissed about it the entire time.
And since, i’m studying tech, not basket weaving. So without the internet?  that takes  forever.Networking? Gone. Keeping up with new tech or skills? Basically impossible. It’s not just about convenience—it’s my entire damn career path. Sure, maybe I’d adapt, but it’d be hard.",yes,1,6,Yes,Maybe
7/25/2025 3:04:55 PM GMT+5:30,21,Male,Undergraduate,Yes,Multiple times a day,Writing;Research;Coding;Brainstorming,5,"If the internet were to disappear tomorrow i really think my life would drastically change, since i really am just a full time internet scroller. i would have to find new ways to replace the time i spend doomscrolling and basically reinvent myself. All the course work that i do are solely dependent on the internet so that will be a set back. I would basically have no way of knowing what is happening in another person's life ,that's boring. My day to day life is completely dependent on the internet so i think my life would change significantly.",yes,7,6,No,Maybe
7/25/2025 3:09:25 PM GMT+5:30,21,Male,Undergraduate,Yes,A few times a week,Information ,3,"If the internet disappeared tomorrow, it would be a sudden change, difficult to digest but if we look at the bigger picture life would become alot more peaceful and serene. People would go back to the traditional ways connecting with nature and the people around them which is the conventional way. ",yes,1,9,No,Yes
7/25/2025 12:32:29 PM GMT+5:30,19,Male,Undergraduate,No,,,2,i think honestly my life would become easier and simpler. i’d be better at not picking up my phone so much and actually get to work without any distractions. my attention span would probably get better and i’d be happier in life. ,No,1,8,No,No
7/25/2025 3:44:28 PM GMT+5:30,19,Female,Undergraduate,Yes,Multiple times a day,Research,2,"If the internet were to disappear tomorrow i really think my life would drastically change, since i really am just a full time internet scroller. i would have to find new ways to replace the time i spend doomscrolling and basically reinvent myself. All the course work that i do are solely dependent on the internet so that will be a set back. I would basically have no way of knowing what is happening in another person's life ,that's boring. My day to day life is completely dependent on the internet so i think my life would change significantly.",yes,1,10,No,Yes
